inimigo_cima: .word 16, 16
.byte 199,199,199,199,19,19,199,9,9,199,199,19,19,199,199,199,
199,199,199,19,173,199,9,172,180,9,199,166,173,19,199,199,
199,199,19,173,182,9,108,180,189,116,9,165,182,19,199,199,
199,199,19,174,247,172,115,116,116,116,107,173,183,101,19,199,
199,199,19,101,182,172,115,116,116,116,107,173,182,93,19,199,
199,199,199,19,101,108,116,116,116,116,115,100,101,19,199,199,
199,199,199,199,9,116,116,116,116,116,116,115,9,199,199,199,
199,199,199,9,116,116,116,116,116,116,116,116,115,9,199,199,
199,199,9,107,116,116,116,116,116,116,116,116,116,100,9,199,
199,199,9,107,116,116,116,116,116,116,116,116,116,99,9,199,
199,199,9,106,116,116,116,116,116,116,116,116,115,99,9,199,
199,199,9,91,107,116,116,116,116,116,116,116,42,9,199,199,
199,199,199,9,34,107,107,107,107,107,107,98,9,199,199,199,
199,199,199,199,9,98,34,32,33,33,98,34,9,199,199,199,
199,199,199,9,107,33,9,199,199,199,9,34,107,9,199,199,
199,199,199,9,9,9,199,199,199,199,199,9,9,9,199,199,


