charesquerda: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,12,12,199,199,199,199,199,199,
199,199,199,199,199,199,199,12,175,175,12,199,199,199,199,199,
199,199,199,199,199,199,199,12,175,175,175,12,199,199,199,199,
199,199,199,199,199,199,12,175,255,175,175,12,199,199,199,199,
199,199,199,199,199,12,167,255,175,175,175,167,12,199,199,199,
199,199,199,199,199,12,95,175,175,175,175,95,12,199,199,199,
199,199,199,199,199,12,95,95,175,175,95,95,12,199,199,199,
199,199,199,199,12,175,12,175,10,10,175,12,167,12,199,199,
199,199,199,199,10,175,175,10,10,10,175,175,167,12,199,199,
199,199,199,199,10,95,255,10,175,175,175,95,95,12,199,199,
199,199,199,199,12,95,175,10,175,175,175,95,12,199,199,199,
199,199,199,199,22,255,22,95,175,175,175,95,12,199,199,199,
199,199,199,199,39,119,39,12,12,233,81,81,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


